season,fbdb_id,player,usfl_team,league,team_name,appearance
2018,jalen-embry-embryja01,Jalen Embry,NO,FBS,Northern Illinois,1
2021,jalen-embry-embryja01,Jalen Embry,NO,TSL,Aviators,1
2014,jalin-burrell-burreja01,Jalin Burrell,MI,CCCAA,Moorpark JC (CA),1
2015,jalin-burrell-burreja01,Jalin Burrell,MI,CCCAA,Moorpark JC (CA),1
2017,jalin-burrell-burreja01,Jalin Burrell,MI,FBS,New Mexico,1
2018,jalin-burrell-burreja01,Jalin Burrell,MI,FBS,New Mexico,1
2019,jalin-burrell-burreja01,Jalin Burrell,MI,CFL,Toronto,1
2019,jalin-burrell-burreja01,Jalin Burrell,MI,NFL,Kansas City,0
2020,jalin-burrell-burreja01,Jalin Burrell,MI,CFL,Toronto,0
2021,jalin-burrell-burreja01,Jalin Burrell,MI,CFL,Toronto,0
2019,dejuan-neal-nealde01,DeJuan Neal,NJ,NFL,Washington,0
2020,dejuan-neal-nealde01,DeJuan Neal,NJ,XFL,New York,0
2021,dejuan-neal-nealde01,DeJuan Neal,NJ,TSL,Jousters,1
2011,bradley-sylve-sylvebr01,Bradley Sylve,PHI,FBS,Alabama,0
2012,bradley-sylve-sylvebr01,Bradley Sylve,PHI,FBS,Alabama,1
2013,bradley-sylve-sylvebr01,Bradley Sylve,PHI,FBS,Alabama,1
2014,bradley-sylve-sylvebr01,Bradley Sylve,PHI,FBS,Alabama,1
2015,bradley-sylve-sylvebr01,Bradley Sylve,PHI,FBS,Alabama,1
2017,bradley-sylve-sylvebr01,Bradley Sylve,PHI,NFL,New Orleans,0
2017,bradley-sylve-sylvebr01,Bradley Sylve,PHI,NFL,Buffalo,0
2018,bradley-sylve-sylvebr01,Bradley Sylve,PHI,NFL,New Orleans,0
2019,bradley-sylve-sylvebr01,Bradley Sylve,PHI,AAF,Birmingham,1
2020,bradley-sylve-sylvebr01,Bradley Sylve,PHI,XFL,DC Defenders,1
2020,bradley-sylve-sylvebr01,Bradley Sylve,PHI,XFL,Los Angeles,1
2015,rashard-causey-causera01,Rashard Causey,TB,FBS,UCF,1
2016,rashard-causey-causera01,Rashard Causey,TB,FBS,UCF,1
2017,rashard-causey-causera01,Rashard Causey,TB,FBS,UCF,1
2018,rashard-causey-causera01,Rashard Causey,TB,FBS,UCF,1
2019,rashard-causey-causera01,Rashard Causey,TB,NFL,Miami,0
2019,rashard-causey-causera01,Rashard Causey,TB,NFL,Denver,0
2019,rashard-causey-causera01,Rashard Causey,TB,NFL,Atlanta,0
2020,rashard-causey-causera01,Rashard Causey,TB,NFL,Miami,0
2016,isaiah-brown-brownis04,Isaiah Brown,NO,FBS,FIU,1
2017,isaiah-brown-brownis04,Isaiah Brown,NO,FBS,FIU,1
2018,isaiah-brown-brownis04,Isaiah Brown,NO,FBS,FIU,1
2019,isaiah-brown-brownis04,Isaiah Brown,NO,FBS,FIU,1
2020,isaiah-brown-brownis04,Isaiah Brown,NO,NFL,Buffalo,0
2016,zach-smith-smithza03,Zach Smith,NO,FBS,Baylor,1
2017,zach-smith-smithza03,Zach Smith,NO,FBS,Baylor,1
2018,zach-smith-smithza03,Zach Smith,NO,FBS,Tulsa,0
2019,zach-smith-smithza03,Zach Smith,NO,FBS,Tulsa,1
2020,zach-smith-smithza03,Zach Smith,NO,FBS,Tulsa,1
2015,josh-love-lovejo04,Josh Love,PIT,FBS,San Jose State,0
2016,josh-love-lovejo04,Josh Love,PIT,FBS,San Jose State,1
2017,josh-love-lovejo04,Josh Love,PIT,FBS,San Jose State,1
2018,josh-love-lovejo04,Josh Love,PIT,FBS,San Jose State,1
2019,josh-love-lovejo04,Josh Love,PIT,FBS,San Jose State,1
2020,josh-love-lovejo04,Josh Love,PIT,NFL,LA Rams,0
2021,josh-love-lovejo04,Josh Love,PIT,NFL,Carolina,0
2015,jmar-smith-smithjm01,J'mar Smith,BIR,FBS,Louisiana Tech,0
2016,jmar-smith-smithjm01,J'mar Smith,BIR,FBS,Louisiana Tech,1
2017,jmar-smith-smithjm01,J'mar Smith,BIR,FBS,Louisiana Tech,1
2018,jmar-smith-smithjm01,J'mar Smith,BIR,FBS,Louisiana Tech,1
2019,jmar-smith-smithjm01,J'mar Smith,BIR,FBS,Louisiana Tech,1
2020,jmar-smith-smithjm01,J'mar Smith,BIR,NFL,New England,0
2021,jmar-smith-smithjm01,J'mar Smith,BIR,CFL,Hamilton,0
2015,kenji-bahar-baharke01,Kenji Bahar,HOU,FCS,Monmouth,0
2016,kenji-bahar-baharke01,Kenji Bahar,HOU,FCS,Monmouth,1
2017,kenji-bahar-baharke01,Kenji Bahar,HOU,FCS,Monmouth,1
2018,kenji-bahar-baharke01,Kenji Bahar,HOU,FCS,Monmouth,1
2019,kenji-bahar-baharke01,Kenji Bahar,HOU,FCS,Monmouth,1
2021,kenji-bahar-baharke01,Kenji Bahar,HOU,NFL,Baltimore,0
2021,kenji-bahar-baharke01,Kenji Bahar,HOU,CFL,Toronto,0
2016,deandre-johnson-johnsde22,De'Andre Johnson,NJ,NJCAA,East Mississippi CC (MS),1
2017,deandre-johnson-johnsde22,De'Andre Johnson,NJ,FBS,Florida Atlantic,1
2018,deandre-johnson-johnsde22,De'Andre Johnson,NJ,FBS,Florida Atlantic,1
2019,deandre-johnson-johnsde22,De'Andre Johnson,NJ,FCS,Texas Southern,1
2021,deandre-johnson-johnsde22,De'Andre Johnson,NJ,TSL,Sea Lions,1
2015,case-cookus-cookuca01,Case Cookus,PHI,FCS,Northern Arizona,1
2016,case-cookus-cookuca01,Case Cookus,PHI,FCS,Northern Arizona,1
2017,case-cookus-cookuca01,Case Cookus,PHI,FCS,Northern Arizona,1
2018,case-cookus-cookuca01,Case Cookus,PHI,FCS,Northern Arizona,1
2019,case-cookus-cookuca01,Case Cookus,PHI,FCS,Northern Arizona,1
2020,case-cookus-cookuca01,Case Cookus,PHI,NFL,NY Giants,0
2021,case-cookus-cookuca01,Case Cookus,PHI,CFL,Edmonton,0
2021,case-cookus-cookuca01,Case Cookus,PHI,NFL,Las Vegas,0
2021,case-cookus-cookuca01,Case Cookus,PHI,NFL,Minnesota,0
2021,case-cookus-cookuca01,Case Cookus,PHI,NFL,Denver,0
2015,brady-white-whitebr09,Brady White,TB,FBS,Arizona State,0
2016,brady-white-whitebr09,Brady White,TB,FBS,Arizona State,1
2017,brady-white-whitebr09,Brady White,TB,FBS,Arizona State,1
2018,brady-white-whitebr09,Brady White,TB,FBS,Memphis,1
2019,brady-white-whitebr09,Brady White,TB,FBS,Memphis,1
2020,brady-white-whitebr09,Brady White,TB,FBS,Memphis,1
2021,brady-white-whitebr09,Brady White,TB,TSL,Alphas,1
2012,paxton-lynch-lynchpa02,Paxton Lynch,MI,FBS,Memphis,0
2013,paxton-lynch-lynchpa02,Paxton Lynch,MI,FBS,Memphis,1
2014,paxton-lynch-lynchpa02,Paxton Lynch,MI,FBS,Memphis,1
2015,paxton-lynch-lynchpa02,Paxton Lynch,MI,FBS,Memphis,1
2016,paxton-lynch-lynchpa02,Paxton Lynch,MI,NFL,Denver,1
2017,paxton-lynch-lynchpa02,Paxton Lynch,MI,NFL,Denver,1
2018,paxton-lynch-lynchpa02,Paxton Lynch,MI,NFL,Denver,0
2019,paxton-lynch-lynchpa02,Paxton Lynch,MI,NFL,Pittsburgh,0
2019,paxton-lynch-lynchpa02,Paxton Lynch,MI,NFL,Seattle,0
2020,paxton-lynch-lynchpa02,Paxton Lynch,MI,NFL,Pittsburgh,0
2021,paxton-lynch-lynchpa02,Paxton Lynch,MI,CFL,Saskatchewan,0
2013,victor-bolden-boldevi01,Victor Bolden,BIR,FBS,Oregon State,1
2014,victor-bolden-boldevi01,Victor Bolden,BIR,FBS,Oregon State,1
2015,victor-bolden-boldevi01,Victor Bolden,BIR,FBS,Oregon State,1
2016,victor-bolden-boldevi01,Victor Bolden,BIR,FBS,Oregon State,1
2017,victor-bolden-boldevi01,Victor Bolden,BIR,NFL,San Francisco,1
2018,victor-bolden-boldevi01,Victor Bolden,BIR,NFL,Buffalo,1
2018,victor-bolden-boldevi01,Victor Bolden,BIR,NFL,San Francisco,1
2019,victor-bolden-boldevi01,Victor Bolden,BIR,NFL,Detroit,0
2019,victor-bolden-boldevi01,Victor Bolden,BIR,NFL,Buffalo,0
2020,victor-bolden-boldevi01,Victor Bolden,BIR,NFL,Detroit,0
2021,victor-bolden-boldevi01,Victor Bolden,BIR,NFL,Detroit,0
2015,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,FBS,Kansas State,0
2016,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,FBS,Kansas State,1
2017,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,FBS,Kansas State,1
2018,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,FBS,Kansas State,1
2019,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,FBS,Mississippi State,1
2020,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,NFL,New England,1
2021,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,NFL,NY Jets,0
2021,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,NFL,Cleveland,0
2021,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,NFL,San Francisco,0
2021,isaiah-zuber-zuberis01,Isaiah Zuber,HOU,NFL,New England,0
2015,shawn-poindexter-poindsh01,Shawn Poindexter,NO,NJCAA,Glendale CC (AZ),1
2016,shawn-poindexter-poindsh01,Shawn Poindexter,NO,FBS,Arizona,1
2017,shawn-poindexter-poindsh01,Shawn Poindexter,NO,FBS,Arizona,1
2018,shawn-poindexter-poindsh01,Shawn Poindexter,NO,FBS,Arizona,1
2019,shawn-poindexter-poindsh01,Shawn Poindexter,NO,NFL,San Francisco,0
2020,shawn-poindexter-poindsh01,Shawn Poindexter,NO,NFL,San Francisco,0
2017,jeff-thomas-thomaje06,Jeff Thomas,PIT,FBS,Miami,1
2018,jeff-thomas-thomaje06,Jeff Thomas,PIT,FBS,Miami,1
2019,jeff-thomas-thomaje06,Jeff Thomas,PIT,FBS,Miami,1
2020,jeff-thomas-thomaje06,Jeff Thomas,PIT,NFL,New England,0
2011,eli-rogers-rogerel01,Eli Rogers,TB,FBS,Louisville,1
2012,eli-rogers-rogerel01,Eli Rogers,TB,FBS,Louisville,1
2013,eli-rogers-rogerel01,Eli Rogers,TB,FBS,Louisville,1
2014,eli-rogers-rogerel01,Eli Rogers,TB,FBS,Louisville,1
2015,eli-rogers-rogerel01,Eli Rogers,TB,NFL,Pittsburgh,0
2016,eli-rogers-rogerel01,Eli Rogers,TB,NFL,Pittsburgh,1
2017,eli-rogers-rogerel01,Eli Rogers,TB,NFL,Pittsburgh,1
2018,eli-rogers-rogerel01,Eli Rogers,TB,NFL,Pittsburgh,1
2019,eli-rogers-rogerel01,Eli Rogers,TB,NFL,Pittsburgh,0
2020,eli-rogers-rogerel01,Eli Rogers,TB,XFL,DC Defenders,1
2021,eli-rogers-rogerel01,Eli Rogers,TB,CFL,Montreal,0
2013,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,FBS,Mississippi,1
2014,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,FBS,Mississippi,1
2015,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,FBS,Mississippi,1
2016,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,FBS,Mississippi,1
2017,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,NFL,Baltimore,1
2018,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,NFL,Baltimore,0
2019,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,NFL,New England,0
2019,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,NFL,NY Jets,0
2019,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,NFL,Baltimore,0
2020,quincy-adeboyejo-adeboqu01,Quincy Adeboyejo,MI,NFL,New England,0
2015,kavontae-turpin-turpika01,KaVontae Turpin,NJ,FBS,TCU,1
2016,kavontae-turpin-turpika01,KaVontae Turpin,NJ,FBS,TCU,1
2017,kavontae-turpin-turpika01,KaVontae Turpin,NJ,FBS,TCU,1
2018,kavontae-turpin-turpika01,KaVontae Turpin,NJ,FBS,TCU,1
2021,kavontae-turpin-turpika01,KaVontae Turpin,NJ,TSL,Sea Lions,1
2013,devin-gray-grayde04,Devin Gray,PHI,CCCAA,Sierra JC (CA),1
2015,devin-gray-grayde04,Devin Gray,PHI,CCCAA,Sierra JC (CA),1
2016,devin-gray-grayde04,Devin Gray,PHI,FBS,Cincinnati,1
2017,devin-gray-grayde04,Devin Gray,PHI,FBS,Cincinnati,1
2018,devin-gray-grayde04,Devin Gray,PHI,NFL,Atlanta,0
2019,devin-gray-grayde04,Devin Gray,PHI,NFL,Atlanta,0
2020,devin-gray-grayde04,Devin Gray,PHI,NFL,Atlanta,0
2021,devin-gray-grayde04,Devin Gray,PHI,NFL,Baltimore,0
2021,jordan-suell-suelljo01,Jordan Suell,PHI,CFL,Saskatchewan,0
2013,jmon-moore-moorejm01,J'Mon Moore,NJ,FBS,Missouri,1
2014,jmon-moore-moorejm01,J'Mon Moore,NJ,FBS,Missouri,1
2015,jmon-moore-moorejm01,J'Mon Moore,NJ,FBS,Missouri,1
2016,jmon-moore-moorejm01,J'Mon Moore,NJ,FBS,Missouri,1
2017,jmon-moore-moorejm01,J'Mon Moore,NJ,FBS,Missouri,1
2018,jmon-moore-moorejm01,J'Mon Moore,NJ,NFL,Green Bay,1
2019,jmon-moore-moorejm01,J'Mon Moore,NJ,NFL,Cleveland,0
2019,jmon-moore-moorejm01,J'Mon Moore,NJ,NFL,Green Bay,0
2020,jmon-moore-moorejm01,J'Mon Moore,NJ,NFL,Houston,0
2020,jmon-moore-moorejm01,J'Mon Moore,NJ,NFL,Cleveland,0
2021,jmon-moore-moorejm01,J'Mon Moore,NJ,NFL,Atlanta,0
2021,jmon-moore-moorejm01,J'Mon Moore,NJ,NFL,Houston,0
2013,lance-lenoir-lenoila01,Lance Lenoir,MI,FCS,Western Illinois,1
2014,lance-lenoir-lenoila01,Lance Lenoir,MI,FCS,Western Illinois,1
2015,lance-lenoir-lenoila01,Lance Lenoir,MI,FCS,Western Illinois,1
2016,lance-lenoir-lenoila01,Lance Lenoir,MI,FCS,Western Illinois,1
2017,lance-lenoir-lenoila01,Lance Lenoir,MI,NFL,Dallas,1
2018,lance-lenoir-lenoila01,Lance Lenoir,MI,NFL,Dallas,1
2019,lance-lenoir-lenoila01,Lance Lenoir,MI,NFL,Dallas,0
2020,lance-lenoir-lenoila01,Lance Lenoir,MI,NFL,Seattle,0
2020,lance-lenoir-lenoila01,Lance Lenoir,MI,NFL,Dallas,0
2021,lance-lenoir-lenoila01,Lance Lenoir,MI,NFL,Buffalo,0
2013,derrick-willies-willide17,Derrick Willies,TB,FBS,Iowa,0
2014,derrick-willies-willide17,Derrick Willies,TB,FBS,Iowa,1
2015,derrick-willies-willide17,Derrick Willies,TB,NJCAA,Trinity Valley CC (TX),1
2016,derrick-willies-willide17,Derrick Willies,TB,FBS,Texas Tech,1
2017,derrick-willies-willide17,Derrick Willies,TB,FBS,Texas Tech,1
2018,derrick-willies-willide17,Derrick Willies,TB,NFL,Cleveland,1
2019,derrick-willies-willide17,Derrick Willies,TB,NFL,Cleveland,0
2020,derrick-willies-willide17,Derrick Willies,TB,NFL,Cleveland,1
2021,derrick-willies-willide17,Derrick Willies,TB,NFL,Cleveland,0
2015,bailey-gaither-gaithba01,Bailey Gaither,PIT,FBS,San Jose State,0
2016,bailey-gaither-gaithba01,Bailey Gaither,PIT,FBS,San Jose State,1
2017,bailey-gaither-gaithba01,Bailey Gaither,PIT,FBS,San Jose State,1
2018,bailey-gaither-gaithba01,Bailey Gaither,PIT,FBS,San Jose State,1
2019,bailey-gaither-gaithba01,Bailey Gaither,PIT,FBS,San Jose State,1
2020,bailey-gaither-gaithba01,Bailey Gaither,PIT,FBS,San Jose State,1
2021,bailey-gaither-gaithba01,Bailey Gaither,PIT,NFL,Green Bay,0
2014,johnnie-dixon-dixonjo04,Johnnie Dixon,NO,FBS,Ohio State,1
2015,johnnie-dixon-dixonjo04,Johnnie Dixon,NO,FBS,Ohio State,1
2016,johnnie-dixon-dixonjo04,Johnnie Dixon,NO,FBS,Ohio State,1
2017,johnnie-dixon-dixonjo04,Johnnie Dixon,NO,FBS,Ohio State,1
2018,johnnie-dixon-dixonjo04,Johnnie Dixon,NO,FBS,Ohio State,1
2019,johnnie-dixon-dixonjo04,Johnnie Dixon,NO,NFL,Arizona,0
2019,johnnie-dixon-dixonjo04,Johnnie Dixon,NO,NFL,Houston,0
2020,johnnie-dixon-dixonjo04,Johnnie Dixon,NO,NFL,Arizona,0
2021,johnnie-dixon-dixonjo04,Johnnie Dixon,NO,NFL,Dallas,0
2016,jojo-ward-wardjo04,JoJo Ward,HOU,NJCAA,Tyler JC (TX),1
2017,jojo-ward-wardjo04,JoJo Ward,HOU,NJCAA,Tyler JC (TX),1
2018,jojo-ward-wardjo04,JoJo Ward,HOU,FBS,Hawaii,1
2019,jojo-ward-wardjo04,JoJo Ward,HOU,FBS,Hawaii,1
2020,jojo-ward-wardjo04,JoJo Ward,HOU,NFL,Arizona,0
2021,jojo-ward-wardjo04,JoJo Ward,HOU,NFL,Cleveland,0
2021,jojo-ward-wardjo04,JoJo Ward,HOU,NFL,Arizona,0
2015,emanuel-hall-hallem01,Emanuel Hall,BIR,FBS,Missouri,1
2016,emanuel-hall-hallem01,Emanuel Hall,BIR,FBS,Missouri,1
2017,emanuel-hall-hallem01,Emanuel Hall,BIR,FBS,Missouri,1
2018,emanuel-hall-hallem01,Emanuel Hall,BIR,FBS,Missouri,1
2019,emanuel-hall-hallem01,Emanuel Hall,BIR,NFL,Washington,0
2019,emanuel-hall-hallem01,Emanuel Hall,BIR,NFL,Tampa Bay,0
2019,emanuel-hall-hallem01,Emanuel Hall,BIR,NFL,Chicago,0
2020,emanuel-hall-hallem01,Emanuel Hall,BIR,NFL,Washington,0
2021,emanuel-hall-hallem01,Emanuel Hall,BIR,NFL,Washington,0
2016,osirus-mitchell-mitchos01,Osirus Mitchell,BIR,FBS,Mississippi State,0
2017,osirus-mitchell-mitchos01,Osirus Mitchell,BIR,FBS,Mississippi State,1
2018,osirus-mitchell-mitchos01,Osirus Mitchell,BIR,FBS,Mississippi State,1
2019,osirus-mitchell-mitchos01,Osirus Mitchell,BIR,FBS,Mississippi State,1
2020,osirus-mitchell-mitchos01,Osirus Mitchell,BIR,FBS,Mississippi State,1
2021,osirus-mitchell-mitchos01,Osirus Mitchell,BIR,NFL,Dallas,0
2015,anthony-ratliffwilliams-ratlian01,Anthony Ratliff-Williams,HOU,FBS,North Carolina,0
2016,anthony-ratliffwilliams-ratlian01,Anthony Ratliff-Williams,HOU,FBS,North Carolina,1
2017,anthony-ratliffwilliams-ratlian01,Anthony Ratliff-Williams,HOU,FBS,North Carolina,1
2018,anthony-ratliffwilliams-ratlian01,Anthony Ratliff-Williams,HOU,FBS,North Carolina,1
2019,anthony-ratliffwilliams-ratlian01,Anthony Ratliff-Williams,HOU,NFL,Las Vegas,0
2019,anthony-ratliffwilliams-ratlian01,Anthony Ratliff-Williams,HOU,NFL,Tennessee,0
2020,anthony-ratliffwilliams-ratlian01,Anthony Ratliff-Williams,HOU,NFL,Las Vegas,0
2021,anthony-ratliffwilliams-ratlian01,Anthony Ratliff-Williams,HOU,NFL,Seattle,0
2017,jonathan-adams-adamsjo10,Jonathan Adams,NO,FBS,Arkansas State,1
2018,jonathan-adams-adamsjo10,Jonathan Adams,NO,FBS,Arkansas State,1
2019,jonathan-adams-adamsjo10,Jonathan Adams,NO,FBS,Arkansas State,1
2020,jonathan-adams-adamsjo10,Jonathan Adams,NO,FBS,Arkansas State,1
2021,jonathan-adams-adamsjo10,Jonathan Adams,NO,NFL,Detroit,0
2016,branden-mack-mackbr01,Branden Mack,PIT,FBS,Temple,0
2017,branden-mack-mackbr01,Branden Mack,PIT,FBS,Temple,1
2018,branden-mack-mackbr01,Branden Mack,PIT,FBS,Temple,1
2019,branden-mack-mackbr01,Branden Mack,PIT,FBS,Temple,1
2020,branden-mack-mackbr01,Branden Mack,PIT,FBS,Temple,1
2021,branden-mack-mackbr01,Branden Mack,PIT,NFL,Denver,0
2015,derrick-dillon-dillode01,Derrick Dillon,TB,FBS,LSU,0
2016,derrick-dillon-dillode01,Derrick Dillon,TB,FBS,LSU,1
2017,derrick-dillon-dillode01,Derrick Dillon,TB,FBS,LSU,1
2018,derrick-dillon-dillode01,Derrick Dillon,TB,FBS,LSU,1
2019,derrick-dillon-dillode01,Derrick Dillon,TB,FBS,LSU,1
2020,derrick-dillon-dillode01,Derrick Dillon,TB,NFL,NY Giants,0
2021,derrick-dillon-dillode01,Derrick Dillon,TB,NFL,NY Giants,0
2013,jeff-badet-badetje01,Jeff Badet,MI,FBS,Kentucky,1
2014,jeff-badet-badetje01,Jeff Badet,MI,FBS,Kentucky,1
2015,jeff-badet-badetje01,Jeff Badet,MI,FBS,Kentucky,1
2016,jeff-badet-badetje01,Jeff Badet,MI,FBS,Kentucky,1
2017,jeff-badet-badetje01,Jeff Badet,MI,FBS,Oklahoma,1
2018,jeff-badet-badetje01,Jeff Badet,MI,NFL,Minnesota,0
2019,jeff-badet-badetje01,Jeff Badet,MI,NFL,Minnesota,0
2020,jeff-badet-badetje01,Jeff Badet,MI,NFL,Washington,1
2020,jeff-badet-badetje01,Jeff Badet,MI,XFL,Dallas,1
2021,jeff-badet-badetje01,Jeff Badet,MI,NFL,Las Vegas,0
2021,jeff-badet-badetje01,Jeff Badet,MI,NFL,Atlanta,0
2021,jeff-badet-badetje01,Jeff Badet,MI,NFL,Washington,0
2015,darrius-shepherd-shephda01,Darrius Shepherd,NJ,FCS,North Dakota State,1
2016,darrius-shepherd-shephda01,Darrius Shepherd,NJ,FCS,North Dakota State,1
2017,darrius-shepherd-shephda01,Darrius Shepherd,NJ,FCS,North Dakota State,1
2018,darrius-shepherd-shephda01,Darrius Shepherd,NJ,FCS,North Dakota State,1
2019,darrius-shepherd-shephda01,Darrius Shepherd,NJ,NFL,Green Bay,1
2020,darrius-shepherd-shephda01,Darrius Shepherd,NJ,NFL,Green Bay,1
2021,darrius-shepherd-shephda01,Darrius Shepherd,NJ,NFL,Pittsburgh,0
2021,darrius-shepherd-shephda01,Darrius Shepherd,NJ,NFL,Minnesota,0
2021,darrius-shepherd-shephda01,Darrius Shepherd,NJ,NFL,Arizona,0
2021,darrius-shepherd-shephda01,Darrius Shepherd,NJ,NFL,Kansas City,0
2018,brennan-eagles-eaglebr01,Brennan Eagles,PHI,FBS,Texas,1
2019,brennan-eagles-eaglebr01,Brennan Eagles,PHI,FBS,Texas,1
2020,brennan-eagles-eaglebr01,Brennan Eagles,PHI,FBS,Texas,1
2021,brennan-eagles-eaglebr01,Brennan Eagles,PHI,NFL,Dallas,0
2016,diondre-overton-overt0008,Diondre Overton,PHI,FBS,Clemson,1
2017,diondre-overton-overt0008,Diondre Overton,PHI,FBS,Clemson,1
2018,diondre-overton-overt0008,Diondre Overton,PHI,FBS,Clemson,1
2019,diondre-overton-overt0008,Diondre Overton,PHI,FBS,Clemson,1
2021,diondre-overton-overt0008,Diondre Overton,PHI,CFL,Hamilton,0
2014,chris-platt-plattch01,Chris Platt,NJ,FBS,Baylor,0
2015,chris-platt-plattch01,Chris Platt,NJ,FBS,Baylor,1
2016,chris-platt-plattch01,Chris Platt,NJ,FBS,Baylor,1
2017,chris-platt-plattch01,Chris Platt,NJ,FBS,Baylor,1
2018,chris-platt-plattch01,Chris Platt,NJ,FBS,Baylor,1
2019,chris-platt-plattch01,Chris Platt,NJ,FBS,Baylor,1
2013,ray-bolden-boldera01,Ray Bolden,MI,CCCAA,Moorpark JC (CA),1
2015,ray-bolden-boldera01,Ray Bolden,MI,FCS,Stony Brook,1
2016,ray-bolden-boldera01,Ray Bolden,MI,FCS,Stony Brook,1
2017,ray-bolden-boldera01,Ray Bolden,MI,FCS,Stony Brook,1
2019,ray-bolden-boldera01,Ray Bolden,MI,CFL,Hamilton,0
2020,ray-bolden-boldera01,Ray Bolden,MI,XFL,Houston,1
2014,jordan-lasley-laslejo01,Jordan Lasley,TB,FBS,UCLA,0
2015,jordan-lasley-laslejo01,Jordan Lasley,TB,FBS,UCLA,1
2016,jordan-lasley-laslejo01,Jordan Lasley,TB,FBS,UCLA,1
2017,jordan-lasley-laslejo01,Jordan Lasley,TB,FBS,UCLA,1
2018,jordan-lasley-laslejo01,Jordan Lasley,TB,NFL,Baltimore,0
2019,jordan-lasley-laslejo01,Jordan Lasley,TB,NFL,Detroit,0
2019,jordan-lasley-laslejo01,Jordan Lasley,TB,NFL,Las Vegas,0
2019,jordan-lasley-laslejo01,Jordan Lasley,TB,NFL,Baltimore,0
2020,jordan-lasley-laslejo01,Jordan Lasley,TB,XFL,St. Louis,0
2021,jordan-lasley-laslejo01,Jordan Lasley,TB,CFL,Montreal,0
2013,delvon-hardaway-hardade01,Delvon Hardaway,PIT,FBS,Fresno State,0
2014,delvon-hardaway-hardade01,Delvon Hardaway,PIT,FBS,Fresno State,1
2015,delvon-hardaway-hardade01,Delvon Hardaway,PIT,FBS,Fresno State,1
2016,delvon-hardaway-hardade01,Delvon Hardaway,PIT,FBS,Fresno State,1
2017,delvon-hardaway-hardade01,Delvon Hardaway,PIT,FBS,Fresno State,0
2018,delvon-hardaway-hardade01,Delvon Hardaway,PIT,FBS,Fresno State,1
2021,delvon-hardaway-hardade01,Delvon Hardaway,PIT,TSL,Aviators,1
2013,taywan-taylor-taylota02,Taywan Taylor,NO,FBS,Western Kentucky,1
2014,taywan-taylor-taylota02,Taywan Taylor,NO,FBS,Western Kentucky,1
2015,taywan-taylor-taylota02,Taywan Taylor,NO,FBS,Western Kentucky,1
2016,taywan-taylor-taylota02,Taywan Taylor,NO,FBS,Western Kentucky,1
2017,taywan-taylor-taylota02,Taywan Taylor,NO,NFL,Tennessee,1
2018,taywan-taylor-taylota02,Taywan Taylor,NO,NFL,Tennessee,1
2019,taywan-taylor-taylota02,Taywan Taylor,NO,NFL,Tennessee,0
2019,taywan-taylor-taylota02,Taywan Taylor,NO,NFL,Cleveland,1
2020,taywan-taylor-taylota02,Taywan Taylor,NO,NFL,Cleveland,1
2021,taywan-taylor-taylota02,Taywan Taylor,NO,NFL,Houston,0
2016,tyler-simmons-simmoty01,Tyler Simmons,HOU,FBS,Georgia,1
2017,tyler-simmons-simmoty01,Tyler Simmons,HOU,FBS,Georgia,1
2018,tyler-simmons-simmoty01,Tyler Simmons,HOU,FBS,Georgia,1
2019,tyler-simmons-simmoty01,Tyler Simmons,HOU,FBS,Georgia,1
2020,tyler-simmons-simmoty01,Tyler Simmons,HOU,NFL,Houston,0
2021,tyler-simmons-simmoty01,Tyler Simmons,HOU,NFL,Pittsburgh,0
2016,manasseh-bailey-bailema04,Manasseh Bailey,BIR,FCS,Morgan State,1
2017,manasseh-bailey-bailema04,Manasseh Bailey,BIR,FCS,Morgan State,1
2018,manasseh-bailey-bailema04,Manasseh Bailey,BIR,FCS,Morgan State,1
2019,manasseh-bailey-bailema04,Manasseh Bailey,BIR,FCS,Morgan State,1
2020,manasseh-bailey-bailema04,Manasseh Bailey,BIR,NFL,LA Chargers,0
2020,manasseh-bailey-bailema04,Manasseh Bailey,BIR,NFL,Philadelphia,0
2021,manasseh-bailey-bailema04,Manasseh Bailey,BIR,CFL,Montreal,0
2021,manasseh-bailey-bailema04,Manasseh Bailey,BIR,NFL,NY Jets,0
2013,chad-williams-willich18,Chad Williams,NO,FCS,Grambling,1
2014,chad-williams-willich18,Chad Williams,NO,FCS,Grambling,1
